customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
80,Nora Reed,nora.reed80@example.com,Spain,2026-08-10,Standard,490.07
81,Chloe Hart,chloe.hart81@example.com,United States,2022-05-19,Standard,509.38
82,Ruby Snow,ruby.snow82@example.com,United States,2024-03-01,Premium,2797.53
83,Hugo Shaw,hugo.shaw83@example.com,Brazil,2024-10-06,Basic,124.09
84,Leo Cruz,leo.cruz84@example.com,Japan,2026-06-04,Standard,345.67
85,Ethan Vale,ethan.vale85@example.com,Japan,2023-08-27,Premium,605.26
86,Nora Drew,nora.drew86@example.com,United States,2022-12-15,Basic,123.03
87,Ethan Lang,ethan.lang87@example.com,Spain,2022-07-10,Premium,2271.83
88,Asher Finn,,India,2024-06-02,Basic,54.06
89,Asher Young,asher.young89@example.com,United States,2023-11-10,Standard,319.41
90,Ivy Shaw,ivy.shaw90@example.com,India,2026-02-03,Basic,176.98
91,Ruby Hale,ruby.hale91@example.com,United States,2022-04-12,Standard,564.98
92,Sadie Cruz,sadie.cruz92@example.com,United States,2024-01-09,Basic,1.25
93,Miles Quinn,miles.quinn93@example.com,Australia,2025-05-14,Standard,679.57
94,Ivy Walsh,ivy.walsh94@example.com,United States,2023-08-21,Premium,929.58
95,Jonah West,jonah.west95@example.com,India,2024-08-22,Premium,3064.27
96,Jade Hale,jade.hale96@example.com,Australia,2024-03-04,Standard,292.32
97,Leo Young,leo.young97@example.com,United States,2022-04-02,Standard,395.10
98,Chloe Vale,chloe.vale98@example.com,Japan,2025-03-01,Standard,130.79
99,Zoe Park,zoe.park99@example.com,United States,2025-09-30,Basic,112.65
100,Silas Cruz,silas.cruz100@example.com,India,2023-04-11,Standard,775.61
101,Noah Tate,noah.tate101@example.com,Germany,2025-01-01,Standard,672.36
102,Sadie Young,sadie.young102@example.com,United Kingdom,2024-03-19,Standard,95.51
103,Lila Dunn,lila.dunn103@example.com,Japan,2025-10-19,Basic,48.31
104,Liam Park,liam.park104@example.com,Spain,2022-12-09,Standard,327.72
105,Silas Blair,silas.blair105@example.com,Canada,2025-10-31,Standard,620.67
106,Ivy Tate,ivy.tate106@example.com,Japan,2023-06-13,Standard,469.10
107,Arlo Lang,arlo.lang107@example.com,United States,2024-03-05,Basic,182.30
108,Ella Cruz,ella.cruz108@example.com,United States,2024-07-27,Standard,66.20
109,Silas Kerr,silas.kerr109@example.com,Germany,2024-05-09,Standard,197.48
110,Miles Nash,miles.nash110@example.com,France,2026-04-03,Standard,181.33
111,Arlo Walsh,arlo.walsh111@example.com,United States,2023-08-09,Standard,752.06
112,Jade Moss,jade.moss112@example.com,United States,2025-09-03,Basic,159.11
113,Sadie Finn,sadie.finn113@example.com,United States,2024-04-05,Standard,238.55
114,Asher Finn,asher.finn114@example.com,Canada,2024-03-21,Basic,108.62
115,Iris Cole,iris.cole115@example.com,Germany,2023-07-05,Premium,2452.66
116,Ava Lane,ava.lane116@example.com,United Kingdom,2023-07-29,Basic,161.09
117,Nico Kerr,,Mexico,2023-04-12,Basic,44.03
118,Caleb Lang,caleb.lang118@example.com,Japan,2023-07-06,Standard,596.27
119,Asher Gray,asher.gray119@example.com,Canada,2026-08-15,Premium,2634.74
120,Hugo York,hugo.york120@example.com,Brazil,2026-08-09,Basic,18.41
121,Lila Snow,lila.snow121@example.com,United Kingdom,2024-11-03,Standard,578.72
122,Zoe Park,zoe.park122@example.com,Brazil,2022-03-01,Basic,56.93
123,Ivy Young,ivy.young123@example.com,Japan,2023-05-26,Basic,10.83
124,Chloe Brooks,chloe.brooks124@example.com,India,2023-07-16,Basic,120.70
125,Wren Vale,wren.vale125@example.com,Australia,2022-09-11,Standard,90.05
126,Owen Moss,owen.moss126@example.com,Canada,2024-08-29,Standard,772.64
127,Leo Moss,,Brazil,2026-03-14,Standard,168.47
128,Caleb Hart,caleb.hart128@example.com,United States,2025-03-17,Standard,330.91
129,Nico Cole,nico.cole129@example.com,India,2023-07-06,Standard,586.74
130,Lila Hart,lila.hart130@example.com,Spain,2025-10-29,Basic,2.91
131,Jonah Zane,,United States,2026-06-29,Standard,61.09
132,Owen Drew,owen.drew132@example.com,Spain,2025-12-30,Standard,410.94
133,Miles Young,miles.young133@example.com,United Kingdom,2023-06-01,Standard,336.01
134,Chloe Frost,chloe.frost134@example.com,Japan,2024-03-24,Basic,191.52
135,Liam Hart,liam.hart135@example.com,Australia,2024-02-06,Standard,785.91
136,Piper Finn,piper.finn136@example.com,United Kingdom,2022-08-10,Standard,681.42
137,Mia Lane,mia.lane137@example.com,Australia,2023-07-22,Basic,85.57
138,Piper Kerr,piper.kerr138@example.com,Australia,2023-01-21,Basic,49.12
139,Lila Park,lila.park139@example.com,United States,2026-07-02,Standard,579.65
140,Felix Lane,felix.lane140@example.com,India,2025-09-04,Basic,162.97
141,Caleb Drew,caleb.drew141@example.com,Canada,2026-02-17,Basic,11.57
142,Sadie Kerr,sadie.kerr142@example.com,Japan,2023-12-04,Basic,72.86
143,Felix Cruz,felix.cruz143@example.com,Germany,2025-10-07,Standard,519.88
144,Lila Frost,lila.frost144@example.com,Japan,2025-02-17,Basic,59.35
145,Caleb Walsh,caleb.walsh145@example.com,India,2026-01-25,Standard,782.73
146,Mila Zane,mila.zane146@example.com,India,2023-11-19,Standard,167.04
147,Owen Moss,owen.moss147@example.com,Brazil,2024-05-11,Standard,484.26
148,Leo Drew,leo.drew148@example.com,Germany,2022-08-30,Standard,666.74
149,Noah West,noah.west149@example.com,France,2025-06-25,Standard,143.34
150,Jonah Young,jonah.young150@example.com,United States,2025-10-26,Standard,550.26
151,Lila Frost,lila.frost151@example.com,Brazil,2022-11-05,Standard,230.04
152,Ivy Lane,ivy.lane152@example.com,France,2024-07-26,Standard,237.72
153,Nora West,nora.west153@example.com,India,2024-09-25,Basic,108.99
154,Piper Reed,piper.reed154@example.com,United States,2024-07-14,Standard,408.51
155,Ivy Park,ivy.park155@example.com,France,2022-11-21,Basic,160.42
156,Silas Park,silas.park156@example.com,United States,2024-06-07,Basic,140.70
157,Ella Shaw,ella.shaw157@example.com,Canada,2022-03-19,Basic,174.90
158,Ivy Lang,ivy.lang158@example.com,United States,2023-10-22,Standard,746.03
159,Ivy Hart,ivy.hart159@example.com,Australia,2023-05-25,Basic,74.14
160,Iris Young,iris.young160@example.com,United States,2024-02-25,Standard,709.73
161,Sadie Frost,sadie.frost161@example.com,Japan,2023-09-03,Standard,431.19
162,Chloe Lang,chloe.lang162@example.com,Germany,2024-06-07,Standard,225.36
163,Nora Young,nora.young163@example.com,India,2022-12-04,Standard,578.73
164,Ava Cole,ava.cole164@example.com,Mexico,2023-03-09,Standard,78.72
165,Sadie Bell,sadie.bell165@example.com,United Kingdom,2025-08-25,Standard,98.97
166,Ella Young,ella.young166@example.com,India,2025-06-30,Standard,113.68
167,Asher Brooks,asher.brooks167@example.com,Australia,2022-02-10,Basic,15.80
168,Iris Walsh,iris.walsh168@example.com,Canada,2025-01-25,Standard,381.26
169,Jonah Kerr,jonah.kerr169@example.com,India,2025-07-14,Standard,62.19
170,Caleb Shaw,caleb.shaw170@example.com,Australia,2023-07-07,Basic,198.45
171,Iris Nash,iris.nash171@example.com,Brazil,2024-11-13,Standard,204.31
172,Caleb Walsh,caleb.walsh172@example.com,Germany,2025-06-01,Basic,65.45
173,Mila Drew,mila.drew173@example.com,Mexico,2024-01-04,Basic,134.26
174,Caleb Reed,caleb.reed174@example.com,Germany,2023-03-02,Premium,4108.17
175,Arlo York,arlo.york175@example.com,United States,2025-10-07,Standard,166.65
176,Arlo Walsh,arlo.walsh176@example.com,Australia,2022-11-02,Basic,29.51
177,Mila Bell,mila.bell177@example.com,India,2023-06-09,Premium,3878.18
178,Owen Vale,owen.vale178@example.com,United Kingdom,2024-08-08,Basic,16.41
179,Liam Tate,liam.tate179@example.com,United States,2023-08-19,Standard,522.14
180,Silas Hale,silas.hale180@example.com,India,2022-07-14,Standard,110.14
181,Ava West,ava.west181@example.com,Australia,2023-11-05,Standard,518.61
182,Jade Vale,jade.vale182@example.com,United States,2026-02-10,Basic,30.45
183,Leo Tate,leo.tate183@example.com,United States,2024-03-30,Standard,648.39
184,Ruby Tate,ruby.tate184@example.com,Brazil,2026-06-27,Standard,602.78
185,Piper Young,piper.young185@example.com,United States,2025-11-26,Basic,19.21
186,Nico Reed,nico.reed186@example.com,Netherlands,2024-09-15,Premium,4706.17
187,Sadie Hale,sadie.hale187@example.com,Australia,2026-05-15,Standard,520.02
188,Asher Hart,asher.hart188@example.com,Brazil,2026-01-29,Basic,42.81
189,Jonah Zane,jonah.zane189@example.com,Brazil,2024-06-21,Standard,110.25
190,Mia Drew,mia.drew190@example.com,United States,2025-10-20,Basic,171.97
191,Mila Lang,mila.lang191@example.com,France,2025-10-03,Standard,493.41
192,Lila Bell,lila.bell192@example.com,Australia,2024-06-05,Basic,81.45
193,Jonah Moss,jonah.moss193@example.com,Australia,2022-11-01,Basic,182.95
194,Jade Finn,jade.finn194@example.com,Australia,2022-11-18,Premium,3150.63
195,Nico York,nico.york195@example.com,Brazil,2022-06-03,Basic,161.10
196,Nora Cole,nora.cole196@example.com,United States,2024-11-04,Standard,341.90
197,Theo Gray,theo.gray197@example.com,Japan,2022-06-11,Standard,651.74
198,Chloe Snow,chloe.snow198@example.com,United States,2024-10-17,Standard,635.98
199,Nora Walsh,nora.walsh199@example.com,India,2022-02-06,Basic,33.63
200,Ella Shaw,ella.shaw200@example.com,France,2026-08-19,Premium,976.55
201,Silas Finn,silas.finn201@example.com,Australia,2024-11-07,Basic,184.26
202,Ivy Gray,ivy.gray202@example.com,Spain,2024-01-15,Basic,17.78
203,Wren Cole,wren.cole203@example.com,United Kingdom,2026-04-21,Basic,196.59
204,Jonah Kerr,jonah.kerr204@example.com,India,2022-08-22,Basic,31.92
205,Mila Hale,mila.hale205@example.com,United Kingdom,2026-08-27,Standard,432.70
206,Theo Bell,theo.bell206@example.com,United States,2022-12-03,Standard,695.42
207,Zoe Tate,zoe.tate207@example.com,India,2022-08-08,Basic,83.32
208,Asher Blair,asher.blair208@example.com,Netherlands,2024-03-15,Standard,332.57
209,Chloe Tate,chloe.tate209@example.com,India,2022-08-09,Basic,135.81
210,Noah Zane,noah.zane210@example.com,India,2022-09-10,Standard,640.48
211,Chloe Hale,chloe.hale211@example.com,Germany,2024-10-18,Standard,55.68
212,Lila Lang,lila.lang212@example.com,Netherlands,2025-04-13,Premium,3031.95
213,Arlo Bell,arlo.bell213@example.com,Netherlands,2025-11-17,Basic,189.58
214,Ethan Lang,ethan.lang214@example.com,United States,2025-09-08,Basic,196.78
215,Asher Young,asher.young215@example.com,Brazil,2024-05-07,Standard,375.37
216,Ruby Pike,ruby.pike216@example.com,Mexico,2024-07-16,Basic,43.70
217,Zoe Shaw,zoe.shaw217@example.com,Brazil,2024-11-15,Standard,441.79
218,Wren Kerr,wren.kerr218@example.com,United Kingdom,2026-02-18,Standard,775.59
219,Piper Blair,piper.blair219@example.com,Australia,2023-08-19,Standard,502.58
220,Arlo Hale,arlo.hale220@example.com,India,2022-12-31,Standard,710.46
221,Theo Kerr,theo.kerr221@example.com,India,2026-04-08,Standard,511.68
222,Theo York,theo.york222@example.com,Spain,2025-12-25,Standard,597.19
223,Felix Lang,felix.lang223@example.com,Germany,2024-05-15,Basic,4.18
224,Lila Walsh,lila.walsh224@example.com,United States,2025-10-04,Premium,796.77
225,Ivy Drew,ivy.drew225@example.com,United States,2023-08-10,Basic,82.10
226,Zoe Tate,zoe.tate226@example.com,India,2023-02-22,Premium,4451.00
227,Theo Brooks,theo.brooks227@example.com,Canada,2025-06-15,Standard,786.47
228,Nico Cole,nico.cole228@example.com,France,2023-05-02,Basic,167.41
229,Silas Snow,silas.snow229@example.com,United Kingdom,2025-09-22,Basic,15.39
230,Arlo Pike,arlo.pike230@example.com,Spain,2025-11-04,Standard,459.80
231,Theo Brooks,theo.brooks231@example.com,United States,2025-06-24,Premium,4594.29
232,Nico West,nico.west232@example.com,United States,2025-07-21,Standard,532.00
233,Mila Dunn,mila.dunn233@example.com,France,2026-05-09,Standard,303.62
234,Caleb Vale,caleb.vale234@example.com,India,2023-01-18,Standard,277.79
235,Hugo Bell,hugo.bell235@example.com,United States,2023-07-26,Premium,3418.17
236,Ruby Nash,ruby.nash236@example.com,Japan,2022-01-12,Standard,483.27
237,Chloe Kerr,chloe.kerr237@example.com,United States,2023-10-23,Basic,195.58
238,Noah Park,noah.park238@example.com,Australia,2025-09-17,Basic,98.68
239,Jonah Snow,jonah.snow239@example.com,United Kingdom,2026-05-25,Standard,466.62
240,Lila Cole,lila.cole240@example.com,Germany,2026-05-30,Basic,165.52
241,Ethan Shaw,ethan.shaw241@example.com,Canada,2023-12-17,Standard,339.92
242,Jade Blair,jade.blair242@example.com,United Kingdom,2023-08-25,Basic,71.58
243,Mila Finn,mila.finn243@example.com,Mexico,2026-08-14,Standard,61.53
244,Liam Hale,liam.hale244@example.com,United States,2025-08-08,Standard,369.58
245,Noah Hale,noah.hale245@example.com,Canada,2026-06-19,Basic,37.15
246,Ella Drew,ella.drew246@example.com,United Kingdom,2024-11-24,Standard,541.46
247,Lila Snow,lila.snow247@example.com,Germany,2023-08-31,Standard,302.32
248,Nora Bell,nora.bell248@example.com,United States,2026-05-03,Premium,3320.53
249,Theo Hart,theo.hart249@example.com,United States,2025-07-13,Standard,329.41
250,Nico Hale,nico.hale250@example.com,United States,2025-01-06,Standard,620.47
251,Piper Tate,piper.tate251@example.com,India,2022-11-11,Basic,7.78
252,Chloe Kerr,chloe.kerr252@example.com,United States,2022-04-22,Standard,283.29
253,Silas Drew,silas.drew253@example.com,France,2023-04-12,Standard,389.01
254,Miles Pike,miles.pike254@example.com,Canada,2023-10-10,Standard,72.13
255,Ella Hale,ella.hale255@example.com,United States,2026-01-15,Premium,3741.93
256,Mia Park,mia.park256@example.com,United States,2022-05-29,Basic,117.21
257,Arlo Bell,arlo.bell257@example.com,India,2023-09-10,Premium,3680.15
258,Mia Frost,mia.frost258@example.com,Canada,2024-03-20,Basic,10.09
259,Jonah Reed,jonah.reed259@example.com,United States,2024-03-11,Standard,765.29
260,Caleb Gray,caleb.gray260@example.com,India,2026-06-17,Standard,539.06
261,Ava Cruz,ava.cruz261@example.com,United States,2022-03-27,Basic,1.64
262,Sadie Finn,sadie.finn262@example.com,France,2022-06-24,Standard,449.36
263,Ivy Lang,ivy.lang263@example.com,India,2023-03-10,Basic,135.21
264,Jade Gray,jade.gray264@example.com,United States,2023-01-12,Basic,72.34
265,Asher Tate,asher.tate265@example.com,United States,2025-10-06,Standard,793.56
266,Nico Brooks,nico.brooks266@example.com,Netherlands,2025-01-29,Basic,151.14
267,Piper Cruz,piper.cruz267@example.com,India,2023-05-29,Premium,1014.86
268,Ivy Lang,ivy.lang268@example.com,Spain,2024-01-02,Standard,218.05
269,Felix Gray,felix.gray269@example.com,United Kingdom,2022-05-23,Standard,303.62
270,Nora York,nora.york270@example.com,Australia,2023-09-19,Standard,249.74
271,Sadie Dunn,sadie.dunn271@example.com,United Kingdom,2024-05-27,Standard,271.03
272,Ava Lane,ava.lane272@example.com,United States,2026-02-24,Standard,621.63
273,Ruby Tate,ruby.tate273@example.com,India,2023-11-11,Standard,679.08
274,Chloe Vale,chloe.vale274@example.com,United Kingdom,2025-02-03,Standard,192.64
275,Ethan Gray,ethan.gray275@example.com,Japan,2026-08-20,Standard,233.50
276,Jade Cruz,jade.cruz276@example.com,India,2025-07-07,Standard,150.22
277,Hugo Quinn,hugo.quinn277@example.com,Japan,2025-07-17,Basic,10.22
278,Wren Dunn,wren.dunn278@example.com,India,2023-03-12,Standard,98.04
279,Theo Drew,theo.drew279@example.com,Mexico,2024-08-24,Standard,244.81
280,Leo Pike,leo.pike280@example.com,India,2026-02-10,Standard,431.41
281,Zoe Vale,zoe.vale281@example.com,United States,2024-01-16,Standard,708.20
282,Ava Hale,ava.hale282@example.com,Spain,2025-06-11,Standard,267.37
283,Mila Bell,mila.bell283@example.com,United States,2025-03-05,Standard,791.62
284,Felix West,felix.west284@example.com,India,2024-09-17,Basic,117.57
285,Noah Cole,noah.cole285@example.com,United States,2023-06-26,Basic,121.05
286,Owen Brooks,owen.brooks286@example.com,Germany,2026-06-09,Basic,118.37
287,Ella York,ella.york287@example.com,Brazil,2022-03-23,Basic,106.19
288,Liam Kerr,liam.kerr288@example.com,Australia,2023-07-15,Basic,86.28
289,Sadie Cruz,sadie.cruz289@example.com,United Kingdom,2024-02-15,Standard,528.80
290,Sadie Gray,sadie.gray290@example.com,United States,2023-05-31,Basic,123.31
291,Arlo Cole,arlo.cole291@example.com,United Kingdom,2023-12-08,Standard,688.13
292,Silas York,silas.york292@example.com,United States,2022-10-12,Basic,144.14
293,Ethan Cole,ethan.cole293@example.com,Australia,2023-03-10,Premium,1287.69
294,Ethan Reed,ethan.reed294@example.com,India,2022-08-31,Standard,351.91
295,Miles Snow,miles.snow295@example.com,United States,2025-10-14,Standard,677.59
296,Jonah Blair,jonah.blair296@example.com,Australia,2024-04-21,Standard,79.42
297,Owen Brooks,owen.brooks297@example.com,France,2022-10-03,Standard,721.93
298,Noah Young,noah.young298@example.com,United States,2023-06-13,Standard,285.97
299,Lila Pike,lila.pike299@example.com,France,2022-02-08,Standard,421.52
300,Mia Blair,mia.blair300@example.com,Mexico,2024-09-13,Standard,273.56
301,Owen Tate,owen.tate301@example.com,United States,2025-04-08,Standard,288.39
302,Asher Hale,asher.hale302@example.com,United States,2025-11-05,Standard,499.14
303,Arlo Vale,arlo.vale303@example.com,United States,2024-02-14,Standard,555.23
304,Zoe Walsh,zoe.walsh304@example.com,Germany,2024-10-29,Premium,4088.05
305,Miles Tate,miles.tate305@example.com,United States,2024-09-01,Standard,101.16
306,Jade Snow,jade.snow306@example.com,India,2022-07-10,Standard,682.08
307,Felix Nash,felix.nash307@example.com,Germany,2022-01-03,Basic,141.39
308,Lila Shaw,lila.shaw308@example.com,United States,2024-12-21,Standard,612.24
309,Owen Snow,owen.snow309@example.com,India,2023-12-19,Standard,178.07
310,Miles Nash,miles.nash310@example.com,India,2022-06-21,Standard,421.28
311,Asher Young,asher.young311@example.com,United States,2022-01-12,Standard,59.32
312,Sadie Bell,sadie.bell312@example.com,United States,2025-09-02,Premium,1576.98
313,Iris Snow,iris.snow313@example.com,United Kingdom,2022-11-13,Standard,608.46
314,Piper Dunn,piper.dunn314@example.com,Brazil,2024-05-17,Standard,790.12
315,Leo Finn,leo.finn315@example.com,India,2026-03-27,Standard,316.98
316,Miles Cruz,miles.cruz316@example.com,Germany,2024-01-29,Basic,183.20
317,Theo York,theo.york317@example.com,United Kingdom,2023-12-07,Standard,571.83
318,Hugo Nash,hugo.nash318@example.com,Australia,2026-03-12,Basic,75.29
319,Chloe Snow,chloe.snow319@example.com,United States,2023-03-16,Basic,166.57
320,Ella Snow,ella.snow320@example.com,France,2025-11-28,Standard,118.22
321,Ethan Pike,ethan.pike321@example.com,United States,2022-07-06,Basic,47.62
322,Jonah Zane,jonah.zane322@example.com,United States,2023-06-23,Standard,340.67
323,Leo Quinn,leo.quinn323@example.com,India,2024-03-31,Standard,732.89
324,Caleb Kerr,caleb.kerr324@example.com,United States,2026-05-04,Basic,57.43
325,Piper York,piper.york325@example.com,United States,2025-09-07,Standard,729.15
326,Caleb Blair,caleb.blair326@example.com,France,2024-11-22,Premium,4161.88
327,Owen Finn,owen.finn327@example.com,United States,2023-05-05,Standard,50.37
328,Ethan Quinn,ethan.quinn328@example.com,India,2023-12-25,Basic,129.48
329,Ella Dunn,ella.dunn329@example.com,United States,2025-12-12,Standard,139.93
330,Arlo Quinn,arlo.quinn330@example.com,India,2025-02-19,Standard,506.25
331,Leo Tate,leo.tate331@example.com,France,2023-02-03,Standard,646.06
332,Arlo Pike,arlo.pike332@example.com,United States,2024-04-13,Standard,713.53
333,Liam Cruz,liam.cruz333@example.com,United Kingdom,2022-08-28,Premium,4709.72
334,Lila Drew,lila.drew334@example.com,Japan,2025-03-23,Basic,81.96
335,Iris Vale,iris.vale335@example.com,France,2026-04-26,Basic,79.71
336,Mila Lane,mila.lane336@example.com,Canada,2024-08-01,Basic,192.29
337,Nico Hart,nico.hart337@example.com,United States,2024-02-23,Standard,338.85
338,Felix Kerr,felix.kerr338@example.com,United Kingdom,2023-12-25,Standard,726.99
339,Theo Hart,theo.hart339@example.com,United States,2023-08-12,Basic,30.47
340,Ella Hale,ella.hale340@example.com,United Kingdom,2025-02-09,Basic,58.48
341,Jonah Lane,jonah.lane341@example.com,Brazil,2023-07-06,Standard,289.57
342,Hugo Hale,hugo.hale342@example.com,United States,2026-02-18,Basic,65.42
343,Owen Lang,owen.lang343@example.com,United States,2023-04-15,Standard,315.77
344,Wren Cole,wren.cole344@example.com,United Kingdom,2026-05-15,Basic,34.95
345,Liam Zane,liam.zane345@example.com,Spain,2024-10-05,Premium,3718.22
346,Ava Park,ava.park346@example.com,Spain,2024-09-14,Basic,121.63
347,Asher Lane,asher.lane347@example.com,Mexico,2025-03-22,Standard,410.09
348,Jonah Reed,jonah.reed348@example.com,Netherlands,2023-07-28,Basic,130.37
349,Owen Park,owen.park349@example.com,United States,2026-06-25,Standard,604.66
350,Jonah Cruz,jonah.cruz350@example.com,United Kingdom,2025-11-06,Premium,4567.97
351,Ethan Vale,ethan.vale351@example.com,India,2024-07-31,Basic,103.43
352,Iris Hart,iris.hart352@example.com,United States,2025-04-04,Premium,1028.20
353,Nora Moss,nora.moss353@example.com,United States,2025-01-28,Standard,394.52
